Transaction_ID,Date,Department,Expense_Category,Region,Payment_Method,Revenue,Expense,Profit,Manager,Employees_Count,Country,Currency
303,2025-09-05,Finance,Contractors,South,Cash,25518,12365,13153,Vikram,49,India,INR
304,2025-05-13,Legal,Advertising,West,"Bank Transfer",42293,31329,10964,Shruti,38,India,INR
305,2025-02-16,HR,Advertising,Online,Cash,37909,23355,14554,Amit,53,Online,Mixed
306,2025-02-20,Finance,Advertising,Corporate,Card,14254,8449,5805,Vikram,49,India,INR
307,2025-10-04,Procurement,Contractors,South,UPI,30543,7024,23519,Tara,45,India,INR
308,2025-09-11,Marketing,Maintenance,International,UPI,123703,79041,44662,Ravi,33,US,USD
309,2025-02-16,Operations,Supplies,West,Cash,92433,9260,83173,Karan,55,India,INR
310,2025-04-15,Sales,Software,West,"Bank Transfer",129138,89318,39820,Sonia,12,India,INR
311,2025-02-17,Sales,Supplies,West,UPI,34774,8454,26320,Sonia,12,India,INR
312,2025-02-13,HR,Contractors,International,UPI,40775,6618,34157,Amit,53,US,USD
313,2025-04-28,Operations,Contractors,North,Card,138184,84065,54119,Karan,55,India,INR
314,2025-08-04,Sales,Contractors,North,UPI,119290,13467,105823,Sonia,12,India,INR
315,2025-01-19,R&D,Contractors,East,"Bank Transfer",6207,4189,2018,Divya,55,India,INR
316,2025-03-06,Sales,Software,South,"Bank Transfer",69215,40864,28351,Sonia,12,India,INR
317,2025-05-03,R&D,Advertising,West,UPI,89456,24832,64624,Divya,55,India,INR
318,2025-12-03,HR,Training,North,"Bank Transfer",140728,109223,31505,Amit,53,India,INR
319,2025-08-17,Legal,Maintenance,Online,UPI,98803,18991,79812,Shruti,38,Online,Mixed
320,2025-09-09,Sales,Travel,Online,Card,73111,28172,44939,Sonia,12,Online,Mixed
321,2025-09-08,Operations,Training,Central,Cash,65803,42767,23036,Karan,55,India,INR
322,2025-06-10,Support,Travel,South,"Bank Transfer",5097,3011,2086,Kabir,49,India,INR
323,2025-05-28,HR,Contractors,West,UPI,77043,38565,38478,Amit,53,India,INR
324,2025-10-25,IT,Advertising,West,Cash,34696,4175,30521,Neha,51,India,INR
325,2025-09-15,Support,Maintenance,International,"Bank Transfer",9454,4498,4956,Kabir,49,US,USD
326,2025-10-03,HR,Supplies,North,"Bank Transfer",69606,15289,54317,Amit,53,India,INR
327,2025-11-14,R&D,Training,South,Cash,7825,6250,1575,Divya,55,India,INR
328,2025-08-16,Marketing,Supplies,West,"Bank Transfer",28780,5638,23142,Ravi,33,India,INR
329,2025-03-06,Legal,Maintenance,Corporate,"Bank Transfer",107898,49963,57935,Shruti,38,India,INR
330,2025-05-26,IT,Training,East,"Bank Transfer",115824,43477,72347,Neha,51,India,INR
331,2025-09-11,Sales,Maintenance,West,Card,89995,42330,47665,Sonia,12,India,INR
332,2025-03-23,Support,Training,Online,UPI,47982,35138,12844,Kabir,49,Online,Mixed
333,2025-03-15,R&D,Advertising,Corporate,UPI,103780,27660,76120,Divya,55,India,INR
334,2025-08-08,IT,Utilities,Central,"Bank Transfer",94536,21885,72651,Neha,51,India,INR
335,2025-10-20,Finance,Maintenance,West,Card,89445,4310,85135,Vikram,49,India,INR
336,2025-03-23,Sales,Supplies,Online,Card,101306,72754,28552,Sonia,12,Online,Mixed
337,2025-02-21,Legal,Contractors,International,"Bank Transfer",121618,16384,105234,Shruti,38,US,USD
338,2025-11-07,Legal,Advertising,Corporate,Cash,36068,10619,25449,Shruti,38,India,INR
339,2025-02-24,Operations,Contractors,North,"Bank Transfer",89269,26010,63259,Karan,55,India,INR
340,2025-01-08,Support,Travel,North,UPI,139560,29731,109829,Kabir,49,India,INR
341,2025-03-13,IT,Training,Online,Cash,122406,33223,89183,Neha,51,Online,Mixed
342,2025-09-21,Finance,Travel,North,UPI,88341,34394,53947,Vikram,49,India,INR
343,2025-08-02,IT,Advertising,North,"Bank Transfer",97671,59955,37716,Neha,51,India,INR
344,2025-07-04,Finance,Supplies,Central,"Bank Transfer",56002,21075,34927,Vikram,49,India,INR
345,2025-11-15,Marketing,Contractors,West,Card,142520,58624,83896,Ravi,33,India,INR
346,2025-07-17,HR,Travel,West,Card,50462,11582,38880,Amit,53,India,INR
347,2025-02-12,Legal,Software,South,Card,62810,48717,14093,Shruti,38,India,INR
348,2025-08-12,Legal,Supplies,Central,"Bank Transfer",41330,19192,22138,Shruti,38,India,INR
349,2025-02-13,Sales,Travel,East,Cash,17733,2465,15268,Sonia,12,India,INR
350,2025-06-13,Operations,Training,South,"Bank Transfer",104381,22495,81886,Karan,55,India,INR
351,2025-08-19,Finance,Software,West,"Bank Transfer",105819,10666,95153,Vikram,49,India,INR
352,2025-04-02,Support,Training,West,UPI,63426,6941,56485,Kabir,49,India,INR
353,2025-07-26,IT,Advertising,Central,Cash,138095,75547,62548,Neha,51,India,INR
354,2025-01-14,Sales,Software,North,"Bank Transfer",115131,41294,73837,Sonia,12,India,INR
355,2025-01-15,Support,Training,West,Card,9033,5771,3262,Kabir,49,India,INR
356,2025-05-22,HR,Supplies,East,UPI,31339,15528,15811,Amit,53,India,INR
357,2025-02-02,Operations,Travel,International,"Bank Transfer",17627,5291,12336,Karan,55,US,USD
358,2025-08-16,Operations,Contractors,East,"Bank Transfer",60543,19335,41208,Karan,55,India,INR
359,2025-11-04,R&D,Training,Corporate,Card,7801,3771,4030,Divya,55,India,INR
360,2025-11-26,Operations,Training,East,"Bank Transfer",143066,73457,69609,Karan,55,India,INR
361,2025-10-04,Operations,Supplies,North,Cash,115097,81607,33490,Karan,55,India,INR
362,2025-11-25,HR,Software,International,UPI,37228,28974,8254,Amit,53,US,USD
363,2025-06-16,Sales,Contractors,International,Cash,80099,51189,28910,Sonia,12,US,USD
364,2025-10-12,Sales,Software,Corporate,"Bank Transfer",24375,3775,20600,Sonia,12,India,INR
365,2025-02-07,R&D,Software,Online,"Bank Transfer",118091,16220,101871,Divya,55,Online,Mixed
366,2025-11-26,HR,Software,International,UPI,72454,42292,30162,Amit,53,US,USD
367,2025-10-02,Sales,Advertising,West,Card,86992,45736,41256,Sonia,12,India,INR
368,2025-08-09,HR,Advertising,West,"Bank Transfer",50803,39432,11371,Amit,53,India,INR
369,2025-12-26,IT,Utilities,East,UPI,80058,53709,26349,Neha,51,India,INR
370,2025-05-15,Procurement,Contractors,Corporate,UPI,15100,5603,9497,Tara,45,India,INR
371,2025-02-24,Finance,Software,International,Cash,116971,54685,62286,Vikram,49,US,USD
372,2025-08-12,IT,Utilities,Online,"Bank Transfer",7322,5298,2024,Neha,51,Online,Mixed
373,2025-02-23,Marketing,Contractors,Corporate,Card,148962,40228,108734,Ravi,33,India,INR
374,2025-04-07,R&D,Maintenance,South,"Bank Transfer",64912,12262,52650,Divya,55,India,INR
375,2025-02-02,Operations,Advertising,East,"Bank Transfer",106251,66350,39901,Karan,55,India,INR
376,2025-09-20,IT,Training,Central,Cash,54438,36268,18170,Neha,51,India,INR
377,2025-06-05,Finance,Travel,East,Cash,112950,2577,110373,Vikram,49,India,INR
378,2025-02-22,Finance,Contractors,North,Cash,29911,22146,7765,Vikram,49,India,INR
379,2025-02-02,Sales,Training,Online,Card,137186,56884,80302,Sonia,12,Online,Mixed
380,2025-09-15,Support,Advertising,Central,"Bank Transfer",117475,61512,55963,Kabir,49,India,INR
381,2025-10-12,Procurement,Maintenance,East,"Bank Transfer",43331,3863,39468,Tara,45,India,INR
382,2025-06-24,Sales,Contractors,Online,Card,12067,6262,5805,Sonia,12,Online,Mixed
383,2025-08-08,Marketing,Supplies,East,"Bank Transfer",44089,29254,14835,Ravi,33,India,INR
384,2025-01-10,Support,Utilities,West,"Bank Transfer",90964,15420,75544,Kabir,49,India,INR
385,2025-07-22,Legal,Utilities,Online,Card,70227,50652,19575,Shruti,38,Online,Mixed
386,2025-02-19,HR,Training,West,UPI,9408,4901,4507,Amit,53,India,INR
387,2025-07-04,Sales,Utilities,West,UPI,77321,23002,54319,Sonia,12,India,INR
388,2025-08-26,Sales,Utilities,East,UPI,149085,58249,90836,Sonia,12,India,INR
389,2025-11-14,Operations,Advertising,North,Card,118356,42879,75477,Karan,55,India,INR
390,2025-07-01,Legal,Supplies,International,UPI,90145,67207,22938,Shruti,38,US,USD
391,2025-09-20,Support,Contractors,North,Cash,124950,87107,37843,Kabir,49,India,INR
392,2025-09-02,Procurement,Advertising,East,Card,54775,21789,32986,Tara,45,India,INR
393,2025-12-17,Marketing,Advertising,Online,Card,66046,15614,50432,Ravi,33,Online,Mixed
394,2025-06-21,Legal,Maintenance,East,"Bank Transfer",30148,20297,9851,Shruti,38,India,INR
395,2025-01-04,Operations,Software,Online,Card,32295,23782,8513,Karan,55,Online,Mixed
396,2025-07-04,Legal,Supplies,East,Cash,31267,14640,16627,Shruti,38,India,INR
397,2025-04-14,HR,Maintenance,Central,"Bank Transfer",143431,112824,30607,Amit,53,India,INR
398,2025-01-01,Marketing,Software,South,Card,56943,39213,17730,Ravi,33,India,INR
399,2025-07-16,R&D,Software,North,Card,129259,12310,116949,Divya,55,India,INR
400,2025-03-22,Marketing,Software,North,UPI,56341,8670,47671,Ravi,33,India,INR
401,2025-04-17,Operations,Maintenance,East,UPI,55706,22672,33034,Karan,55,India,INR
402,2025-02-04,Procurement,Travel,East,"Bank Transfer",26753,11640,15113,Tara,45,India,INR
403,2025-07-03,Operations,Training,Corporate,UPI,91022,39228,51794,Karan,55,India,INR
404,2025-09-15,Sales,Advertising,International,Cash,35374,27656,7718,Sonia,12,US,USD
405,2025-09-27,HR,Advertising,Online,"Bank Transfer",139599,46451,93148,Amit,53,Online,Mixed
406,2025-09-23,Finance,Supplies,Central,"Bank Transfer",97826,18538,79288,Vikram,49,India,INR
407,2025-02-12,HR,Utilities,International,Cash,45330,28276,17054,Amit,53,US,USD
408,2025-11-16,R&D,Contractors,South,Cash,23331,4950,18381,Divya,55,India,INR
409,2025-01-19,IT,Travel,West,Card,143423,3875,139548,Neha,51,India,INR
410,2025-10-19,Legal,Utilities,Online,UPI,121389,95071,26318,Shruti,38,Online,Mixed
411,2025-08-12,HR,Advertising,Online,"Bank Transfer",134019,29058,104961,Amit,53,Online,Mixed
412,2025-09-02,Legal,Travel,Corporate,UPI,34607,5188,29419,Shruti,38,India,INR
413,2025-01-05,Procurement,Utilities,North,Cash,14685,8342,6343,Tara,45,India,INR
414,2025-05-18,Marketing,Software,Online,Cash,102165,66647,35518,Ravi,33,Online,Mixed
415,2025-01-04,IT,Advertising,South,Card,24922,5779,19143,Neha,51,India,INR
416,2025-11-24,Marketing,Training,West,Cash,37712,23917,13795,Ravi,33,India,INR
417,2025-01-01,Sales,Contractors,East,Card,144138,107418,36720,Sonia,12,India,INR
418,2025-04-12,HR,Utilities,West,"Bank Transfer",106806,72312,34494,Amit,53,India,INR
419,2025-05-09,Operations,Maintenance,North,Card,64218,23086,41132,Karan,55,India,INR
420,2025-07-18,Marketing,Software,Central,UPI,28810,3509,25301,Ravi,33,India,INR
421,2025-10-03,Support,Contractors,West,UPI,71860,50403,21457,Kabir,49,India,INR
422,2025-11-14,IT,Supplies,Central,Card,98365,31105,67260,Neha,51,India,INR
423,2025-06-05,Support,Software,South,Cash,35197,20150,15047,Kabir,49,India,INR
424,2025-06-18,Marketing,Software,East,"Bank Transfer",116671,27237,89434,Ravi,33,India,INR
425,2025-07-27,Marketing,Utilities,West,"Bank Transfer",33660,2832,30828,Ravi,33,India,INR
426,2025-03-27,Legal,Utilities,East,Card,41173,30275,10898,Shruti,38,India,INR
427,2025-11-15,Marketing,Travel,Online,"Bank Transfer",33941,22452,11489,Ravi,33,Online,Mixed
428,2025-07-24,R&D,Travel,Corporate,UPI,49148,13593,35555,Divya,55,India,INR
429,2025-12-04,IT,Maintenance,East,"Bank Transfer",147067,81357,65710,Neha,51,India,INR
430,2025-01-23,HR,Travel,East,"Bank Transfer",68059,42975,25084,Amit,53,India,INR
431,2025-10-02,Legal,Maintenance,West,Card,121987,92183,29804,Shruti,38,India,INR
432,2025-06-05,Marketing,Supplies,Online,"Bank Transfer",19801,11411,8390,Ravi,33,Online,Mixed
433,2025-10-03,Procurement,Advertising,West,UPI,26648,20023,6625,Tara,45,India,INR
434,2025-01-18,Sales,Maintenance,International,UPI,106810,53167,53643,Sonia,12,US,USD
435,2025-10-13,R&D,Travel,East,UPI,149409,96202,53207,Divya,55,India,INR
436,2025-01-14,Operations,Maintenance,Corporate,UPI,42375,7403,34972,Karan,55,India,INR
437,2025-11-03,HR,Software,Online,UPI,30840,15862,14978,Amit,53,Online,Mixed
438,2025-04-11,IT,Travel,South,"Bank Transfer",63594,10154,53440,Neha,51,India,INR
439,2025-01-13,Finance,Utilities,International,"Bank Transfer",103548,27169,76379,Vikram,49,US,USD
440,2025-01-27,Marketing,Utilities,South,Card,22994,2411,20583,Ravi,33,India,INR
441,2025-05-06,Operations,Maintenance,South,Card,104675,16841,87834,Karan,55,India,INR
442,2025-07-27,R&D,Training,Online,UPI,109681,8872,100809,Divya,55,Online,Mixed
443,2025-01-15,Support,Training,Online,Card,34393,2457,31936,Kabir,49,Online,Mixed
444,2025-12-13,HR,Software,Central,"Bank Transfer",20481,8175,12306,Amit,53,India,INR
445,2025-01-20,Finance,Training,North,Cash,77956,58722,19234,Vikram,49,India,INR
446,2025-03-18,Procurement,Software,East,Card,67188,35391,31797,Tara,45,India,INR
447,2025-09-03,Support,Software,West,Cash,55252,29753,25499,Kabir,49,India,INR
448,2025-10-08,Support,Travel,South,Card,71698,5056,66642,Kabir,49,India,INR
449,2025-04-02,Support,Software,South,UPI,49645,6677,42968,Kabir,49,India,INR
450,2025-09-20,Legal,Training,West,"Bank Transfer",110317,82144,28173,Shruti,38,India,INR
451,2025-10-27,Marketing,Contractors,Central,"Bank Transfer",52150,20156,31994,Ravi,33,India,INR
452,2025-11-21,Support,Travel,East,Card,57726,36249,21477,Kabir,49,India,INR
453,2025-01-09,Procurement,Utilities,West,UPI,89382,54058,35324,Tara,45,India,INR
454,2025-11-12,Finance,Contractors,West,Cash,126387,52106,74281,Vikram,49,India,INR
455,2025-04-10,Operations,Training,West,Cash,90969,53424,37545,Karan,55,India,INR
456,2025-08-14,HR,Software,International,Cash,51892,8807,43085,Amit,53,US,USD
457,2025-05-23,Marketing,Software,West,Cash,90086,13136,76950,Ravi,33,India,INR
458,2025-07-28,Operations,Advertising,North,Cash,16437,2862,13575,Karan,55,India,INR
459,2025-01-25,R&D,Travel,North,Card,22232,4210,18022,Divya,55,India,INR
460,2025-04-10,Support,Training,Central,"Bank Transfer",109298,64977,44321,Kabir,49,India,INR
461,2025-09-01,Procurement,Supplies,Corporate,Card,17030,2413,14617,Tara,45,India,INR
462,2025-03-18,Finance,Utilities,North,UPI,38585,16678,21907,Vikram,49,India,INR
463,2025-08-06,Legal,Software,Online,Card,81775,40404,41371,Shruti,38,Online,Mixed
464,2025-01-11,R&D,Advertising,West,Card,94897,57722,37175,Divya,55,India,INR
465,2025-11-08,Procurement,Travel,West,Cash,104328,60814,43514,Tara,45,India,INR
466,2025-01-17,Marketing,Software,West,UPI,109314,13496,95818,Ravi,33,India,INR
467,2025-08-13,Procurement,Utilities,East,"Bank Transfer",45782,29168,16614,Tara,45,India,INR
468,2025-12-22,Marketing,Supplies,Corporate,"Bank Transfer",78580,28800,49780,Ravi,33,India,INR
469,2025-03-20,Procurement,Training,East,"Bank Transfer",86169,56640,29529,Tara,45,India,INR
470,2025-07-22,Procurement,Software,Corporate,Cash,25102,6746,18356,Tara,45,India,INR
471,2025-05-15,Finance,Advertising,North,Cash,43626,26199,17427,Vikram,49,India,INR
472,2025-10-13,Sales,Maintenance,East,Cash,127296,77085,50211,Sonia,12,India,INR
473,2025-04-02,Operations,Advertising,International,Card,103038,56885,46153,Karan,55,US,USD
474,2025-09-27,Sales,Training,West,"Bank Transfer",41523,3041,38482,Sonia,12,India,INR
475,2025-12-11,Marketing,Supplies,Online,"Bank Transfer",134487,10612,123875,Ravi,33,Online,Mixed
476,2025-01-05,HR,Software,Corporate,Card,28420,22405,6015,Amit,53,India,INR
477,2025-12-18,R&D,Contractors,International,Cash,124955,78151,46804,Divya,55,US,USD
478,2025-03-14,Legal,Travel,International,UPI,116564,25566,90998,Shruti,38,US,USD
479,2025-01-07,Legal,Advertising,Corporate,"Bank Transfer",77454,12603,64851,Shruti,38,India,INR
480,2025-06-12,Sales,Software,Online,UPI,146982,5637,141345,Sonia,12,Online,Mixed
481,2025-12-07,Legal,Training,Online,Cash,28543,14893,13650,Shruti,38,Online,Mixed
482,2025-10-11,Sales,Supplies,Corporate,"Bank Transfer",33762,14824,18938,Sonia,12,India,INR
483,2025-12-03,IT,Maintenance,East,Card,86133,46238,39895,Neha,51,India,INR
484,2025-06-19,HR,Maintenance,Central,Card,32862,15034,17828,Amit,53,India,INR
485,2025-12-07,Legal,Software,Online,Cash,66714,31430,35284,Shruti,38,Online,Mixed
486,2025-05-23,R&D,Advertising,South,Cash,22687,4433,18254,Divya,55,India,INR
487,2025-03-26,Marketing,Training,East,"Bank Transfer",86336,42177,44159,Ravi,33,India,INR
488,2025-08-21,Legal,Travel,Central,Card,57039,5191,51848,Shruti,38,India,INR
489,2025-02-06,R&D,Maintenance,West,"Bank Transfer",126074,20537,105537,Divya,55,India,INR
490,2025-06-06,R&D,Utilities,International,Cash,83868,33970,49898,Divya,55,US,USD
491,2025-09-26,Sales,Contractors,Corporate,"Bank Transfer",113351,84841,28510,Sonia,12,India,INR
492,2025-11-12,Procurement,Advertising,East,"Bank Transfer",135925,12618,123307,Tara,45,India,INR
493,2025-10-02,Support,Software,West,UPI,30892,9452,21440,Kabir,49,India,INR
494,2025-08-05,Sales,Maintenance,East,"Bank Transfer",91838,30890,60948,Sonia,12,India,INR
495,2025-01-15,HR,Supplies,Central,Card,73157,41590,31567,Amit,53,India,INR
496,2025-02-09,Legal,Maintenance,East,"Bank Transfer",37237,26135,11102,Shruti,38,India,INR
497,2025-12-19,IT,Maintenance,Central,Card,134794,37893,96901,Neha,51,India,INR
498,2025-12-10,Sales,Contractors,Corporate,Cash,139451,20334,119117,Sonia,12,India,INR
499,2025-06-12,IT,Advertising,East,"Bank Transfer",98727,40130,58597,Neha,51,India,INR
500,2025-12-01,Procurement,Utilities,West,Cash,93474,27452,66022,Tara,45,India,INR
501,2025-05-09,Support,Training,Central,Card,10891,3869,7022,Kabir,49,India,INR
502,2025-05-05,Support,Utilities,South,Cash,85686,43992,41694,Kabir,49,India,INR
503,2025-03-25,R&D,Supplies,East,UPI,50297,9248,41049,Divya,55,India,INR
504,2025-11-25,Legal,Training,North,UPI,72641,29962,42679,Shruti,38,India,INR
505,2025-04-09,HR,Contractors,Corporate,"Bank Transfer",109974,32132,77842,Amit,53,India,INR
506,2025-05-28,Finance,Software,Online,Cash,112999,21285,91714,Vikram,49,Online,Mixed
507,2025-09-11,R&D,Supplies,Central,UPI,122776,84662,38114,Divya,55,India,INR
508,2025-09-06,Finance,Software,Online,Card,15393,10403,4990,Vikram,49,Online,Mixed
509,2025-01-20,Procurement,Advertising,West,UPI,94699,56934,37765,Tara,45,India,INR
510,2025-04-15,Sales,Travel,Corporate,Cash,128209,22117,106092,Sonia,12,India,INR
511,2025-10-20,HR,Maintenance,Central,Cash,28387,12010,16377,Amit,53,India,INR
512,2025-05-07,Procurement,Utilities,Corporate,"Bank Transfer",77263,20900,56363,Tara,45,India,INR
513,2025-07-02,Support,Supplies,South,Card,83751,63267,20484,Kabir,49,India,INR
514,2025-06-11,Support,Maintenance,West,"Bank Transfer",6702,2818,3884,Kabir,49,India,INR
515,2025-06-17,Legal,Utilities,West,UPI,76723,44273,32450,Shruti,38,India,INR
516,2025-08-19,IT,Utilities,International,Card,118638,70463,48175,Neha,51,US,USD
517,2025-02-09,Finance,Supplies,Central,Card,87290,45380,41910,Vikram,49,India,INR
518,2025-06-19,Sales,Contractors,International,UPI,112090,55849,56241,Sonia,12,US,USD
519,2025-09-26,Procurement,Maintenance,Central,"Bank Transfer",89117,70444,18673,Tara,45,India,INR
520,2025-11-03,Sales,Supplies,South,Card,149182,108873,40309,Sonia,12,India,INR
521,2025-01-19,Support,Training,Corporate,Card,30076,7369,22707,Kabir,49,India,INR
522,2025-05-07,Procurement,Travel,West,Cash,134291,26338,107953,Tara,45,India,INR
523,2025-07-02,Finance,Contractors,West,"Bank Transfer",18500,3500,15000,Vikram,49,India,INR
524,2025-11-23,HR,Software,South,"Bank Transfer",110418,78325,32093,Amit,53,India,INR
525,2025-09-24,Procurement,Training,South,Card,145425,18254,127171,Tara,45,India,INR
526,2025-10-18,Marketing,Advertising,East,UPI,55091,39960,15131,Ravi,33,India,INR
527,2025-05-02,Legal,Software,North,Card,100986,14239,86747,Shruti,38,India,INR
528,2025-03-06,IT,Utilities,Central,Card,11587,3106,8481,Neha,51,India,INR
529,2025-03-06,Sales,Maintenance,Online,Cash,68650,49072,19578,Sonia,12,Online,Mixed
530,2025-03-08,Operations,Contractors,East,UPI,140765,107953,32812,Karan,55,India,INR
531,2025-12-02,Finance,Travel,Online,Cash,19030,7573,11457,Vikram,49,Online,Mixed
532,2025-09-01,Sales,Contractors,Online,Cash,26098,6847,19251,Sonia,12,Online,Mixed
533,2025-07-06,Sales,Advertising,International,UPI,94023,26188,67835,Sonia,12,US,USD
534,2025-01-07,Finance,Contractors,International,Cash,24414,15078,9336,Vikram,49,US,USD
535,2025-03-16,Legal,Maintenance,Online,"Bank Transfer",117543,29721,87822,Shruti,38,Online,Mixed
536,2025-07-15,R&D,Supplies,North,Card,8095,5489,2606,Divya,55,India,INR
537,2025-05-17,Operations,Contractors,International,UPI,19235,12416,6819,Karan,55,US,USD
538,2025-08-20,Support,Supplies,International,Card,89386,69852,19534,Kabir,49,US,USD
539,2025-03-08,Marketing,Contractors,Corporate,Card,21590,14560,7030,Ravi,33,India,INR
540,2025-10-01,Operations,Travel,West,Cash,113659,79270,34389,Karan,55,India,INR
541,2025-10-14,Procurement,Utilities,International,Card,41442,16236,25206,Tara,45,US,USD
542,2025-07-21,Operations,Software,Central,Card,94222,45168,49054,Karan,55,India,INR
543,2025-10-07,HR,Software,West,"Bank Transfer",114076,36925,77151,Amit,53,India,INR
544,2025-04-22,Finance,Travel,Online,Card,112134,65913,46221,Vikram,49,Online,Mixed
545,2025-11-28,Legal,Software,Online,UPI,83159,41688,41471,Shruti,38,Online,Mixed
546,2025-05-15,Sales,Contractors,Corporate,"Bank Transfer",84233,45379,38854,Sonia,12,India,INR
547,2025-07-07,Finance,Maintenance,Central,Cash,145239,36467,108772,Vikram,49,India,INR
548,2025-07-13,Legal,Advertising,Online,Card,145988,38985,107003,Shruti,38,Online,Mixed
549,2025-09-25,Legal,Training,Corporate,"Bank Transfer",75590,50645,24945,Shruti,38,India,INR
550,2025-02-25,IT,Utilities,Central,UPI,97746,76422,21324,Neha,51,India,INR
551,2025-03-24,Marketing,Software,Corporate,UPI,123307,38633,84674,Ravi,33,India,INR
552,2025-06-11,IT,Advertising,Central,Card,117324,35035,82289,Neha,51,India,INR
553,2025-09-18,HR,Supplies,South,UPI,44898,2199,42699,Amit,53,India,INR
554,2025-10-23,Marketing,Contractors,West,Card,37178,23946,13232,Ravi,33,India,INR
555,2025-12-03,Operations,Utilities,Online,Card,143097,34492,108605,Karan,55,Online,Mixed
556,2025-07-24,R&D,Travel,East,Cash,59365,42401,16964,Divya,55,India,INR
557,2025-01-28,HR,Software,East,"Bank Transfer",142844,33516,109328,Amit,53,India,INR
558,2025-09-13,Sales,Utilities,North,UPI,19431,11780,7651,Sonia,12,India,INR
559,2025-11-12,Procurement,Software,East,"Bank Transfer",41569,5797,35772,Tara,45,India,INR
560,2025-09-11,Legal,Maintenance,International,UPI,68889,4630,64259,Shruti,38,US,USD
561,2025-07-13,Marketing,Training,Online,Card,59245,8041,51204,Ravi,33,Online,Mixed
562,2025-10-23,Marketing,Supplies,East,Cash,119717,59974,59743,Ravi,33,India,INR
563,2025-06-21,IT,Training,Central,Cash,123127,65101,58026,Neha,51,India,INR
564,2025-09-03,Support,Training,East,Card,83239,21593,61646,Kabir,49,India,INR
565,2025-11-02,Finance,Training,Corporate,"Bank Transfer",84884,59277,25607,Vikram,49,India,INR
566,2025-06-05,Procurement,Contractors,North,UPI,115336,60622,54714,Tara,45,India,INR
567,2025-09-01,Procurement,Training,International,Card,118111,36994,81117,Tara,45,US,USD
568,2025-02-24,IT,Utilities,Central,"Bank Transfer",36350,5053,31297,Neha,51,India,INR
569,2025-01-22,Legal,Advertising,Online,Cash,83097,8987,74110,Shruti,38,Online,Mixed
570,2025-01-22,Finance,Software,Central,UPI,127682,28717,98965,Vikram,49,India,INR
571,2025-08-28,Sales,Maintenance,South,Cash,109092,71716,37376,Sonia,12,India,INR
572,2025-12-15,Sales,Training,International,Card,144801,114590,30211,Sonia,12,US,USD
573,2025-09-10,Marketing,Travel,South,Card,112914,20840,92074,Ravi,33,India,INR
574,2025-10-03,Legal,Utilities,West,Cash,25001,15965,9036,Shruti,38,India,INR
575,2025-02-02,R&D,Training,Central,Cash,65774,46411,19363,Divya,55,India,INR
576,2025-03-11,HR,Software,West,UPI,114029,13707,100322,Amit,53,India,INR
577,2025-09-28,Sales,Maintenance,South,Card,78858,12135,66723,Sonia,12,India,INR
578,2025-09-27,IT,Software,South,Card,8645,5359,3286,Neha,51,India,INR
579,2025-08-16,R&D,Contractors,West,Cash,133904,52457,81447,Divya,55,India,INR
580,2025-03-22,Legal,Advertising,South,UPI,127931,47708,80223,Shruti,38,India,INR
581,2025-02-03,Finance,Maintenance,Online,"Bank Transfer",110498,47225,63273,Vikram,49,Online,Mixed
582,2025-11-04,R&D,Advertising,Corporate,Cash,87042,31007,56035,Divya,55,India,INR
583,2025-09-13,Procurement,Maintenance,South,Cash,148462,29328,119134,Tara,45,India,INR
584,2025-11-23,HR,Travel,South,"Bank Transfer",84647,26782,57865,Amit,53,India,INR
585,2025-11-11,Support,Training,International,Cash,101063,53289,47774,Kabir,49,US,USD
586,2025-03-25,Sales,Training,North,"Bank Transfer",51759,6159,45600,Sonia,12,India,INR
587,2025-06-06,Sales,Travel,Online,Cash,60713,20005,40708,Sonia,12,Online,Mixed
588,2025-03-04,R&D,Utilities,East,"Bank Transfer",63579,35033,28546,Divya,55,India,INR
589,2025-01-10,R&D,Maintenance,East,Card,144724,10169,134555,Divya,55,India,INR
590,2025-08-14,Procurement,Training,Central,Card,10633,2988,7645,Tara,45,India,INR
591,2025-04-05,Procurement,Travel,International,Card,33401,25956,7445,Tara,45,US,USD
592,2025-08-12,IT,Travel,South,"Bank Transfer",124235,26279,97956,Neha,51,India,INR
593,2025-06-23,Sales,Maintenance,West,UPI,144565,65013,79552,Sonia,12,India,INR
594,2025-07-05,Legal,Supplies,Online,Card,132978,72266,60712,Shruti,38,Online,Mixed
595,2025-10-11,Finance,Supplies,Online,"Bank Transfer",130178,12765,117413,Vikram,49,Online,Mixed
596,2025-11-25,Finance,Supplies,Corporate,Card,35056,3857,31199,Vikram,49,India,INR
597,2025-10-27,R&D,Maintenance,International,UPI,13593,6488,7105,Divya,55,US,USD
598,2025-10-26,Sales,Maintenance,Central,Cash,99543,35556,63987,Sonia,12,India,INR
599,2025-04-14,R&D,Software,East,Cash,59192,29091,30101,Divya,55,India,INR
600,2025-06-03,IT,Contractors,International,Cash,147331,5305,142026,Neha,51,US,USD
601,2025-07-06,Support,Contractors,Central,Card,63361,3097,60264,Kabir,49,India,INR
602,2025-06-07,Finance,Training,East,UPI,13781,10839,2942,Vikram,49,India,INR
603,2025-05-28,Sales,Maintenance,North,Card,72445,49334,23111,Sonia,12,India,INR
604,2025-06-02,Marketing,Contractors,North,Card,25025,10889,14136,Ravi,33,India,INR
